Time [s],Beat Sys [mmHg],Beat Mean [mmHg],Beat Dia [mmHg],Beat HR [bpm],CO [l/min],CI [l/min/m^2],SV [ml],SI [ml/m^2],SVR [dyn*s/cm^5],SVRI [dyn*s*m^2/cm^5],PPV [%],SVV [%],NBP Sys [mmHg],NBP Dia [mmHg],Event,CO cal [l/min],Height Offset [cm],CVP [mmHg]
1571.6,140,99,78,75,7.4,4.1,90,50,971,1740,7,26,,,,,,
1572.39,137,97,75,75,7.4,4.1,90,50,971,1740,7,26,,,,,,
1573.18,139,100,79,78,7.4,4.1,90,50,971,1740,7,26,,,,,,
1573.95,140,101,77,76,7.4,4.1,90,50,971,1740,7,26,,,,,,
1574.75,140,101,78,76,7.4,4.1,90,50,971,1740,7,26,,,,,,
1575.53,139,101,78,76,7.4,4.1,90,50,971,1740,7,26,,,,,,
1576.32,137,99,75,77,7.1,3.9,91,50,1067,1911,4,26,,,,,,
1577.11,135,99,75,76,7.1,3.9,91,50,1067,1911,4,15,,,,,,
1577.88,136,99,76,77,7.1,3.9,91,50,1067,1911,4,15,,,,,,
1578.69,134,99,74,76,7.1,3.9,91,50,1067,1911,4,15,,,,,,
1579.5,135,97,73,73,7.1,3.9,91,50,1067,1911,4,15,,,,,,
1580.3,132,98,74,76,7.1,3.9,91,50,1067,1911,4,15,,,,,,
1581.1,134,98,72,74,7.1,3.9,91,50,1067,1911,4,15,,,,,,
1581.96,132,94,70,70,7.1,3.9,91,50,1067,1911,4,15,,,,,,
1582.76,129,90,69,75,7.1,3.9,91,50,1067,1911,4,15,,,,,,
1583.47,128,96,74,84,7.1,3.9,91,50,1067,1911,4,15,,,,,,
1584.16,138,101,78,86,7.1,3.9,91,50,1067,1911,4,15,,,,,,
1584.91,136,96,76,81,7.1,3.9,91,50,1067,1911,4,15,,,,,,
1585.69,128,86,67,76,7.1,3.9,91,50,1067,1911,4,15,,,,,,
1586.47,125,84,65,77,7.1,3.9,91,50,1067,1911,4,15,,,,,,
1587.22,126,86,69,80,7.1,3.9,91,50,1067,1911,4,15,,,,,,
1587.92,131,90,71,86,7.1,3.9,91,50,1067,1911,4,15,,,,,,
1588.61,136,101,74,88,7.1,3.9,91,50,1067,1911,4,14,,,,,,
1589.31,143,112,88,87,7.1,3.9,91,50,1067,1911,4,14,,,,,,
1590.05,143,108,86,80,7.1,3.9,91,50,1067,1911,4,14,,,,,,
1590.82,136,102,80,77,7.1,3.9,91,50,1067,1911,4,14,,,,,,
1591.6,136,103,79,77,7.1,3.9,91,50,1067,1911,6,14,,,,,,
1592.41,136,103,78,75,7.1,3.9,91,50,1067,1911,6,14,,,,,,
1593.23,137,101,77,72,7.1,3.9,91,50,1067,1911,6,14,,,,,,
1594.07,134,100,74,72,7.1,3.9,91,50,1067,1911,6,14,,,,,,
1594.95,137,99,72,68,7.1,3.9,91,50,1067,1911,6,14,,,,,,
1595.86,136,97,70,65,7.1,3.9,91,50,1067,1911,6,14,,,,,,
1596.77,133,93,69,67,7,3.9,92,52,1024,1834,6,14,,,,,,
1597.65,131,90,65,67,7,3.9,92,52,1024,1834,6,14,,,,,,
1598.56,129,89,65,67,7,3.9,92,52,1024,1834,6,14,,,,,,
1599.42,131,90,69,69,7,3.9,92,52,1024,1834,6,14,,,,,,
1600.25,130,89,66,72,7,3.9,92,52,1024,1834,6,14,,,,,,
1601.07,129,90,68,74,7,3.9,92,52,1024,1834,6,14,,,,,,
1601.8,131,94,74,80,7,3.9,92,52,1024,1834,6,14,,,,,,
1602.48,131,99,75,88,7,3.9,92,52,1024,1834,6,14,,,,,,
1603.18,137,109,82,87,7,3.9,92,52,1024,1834,6,14,,,,,,
1603.94,143,114,86,80,7,3.9,92,52,1024,1834,6,14,,,,,,
1604.78,144,112,83,71,7,3.9,92,52,1024,1834,6,14,,,,,,
1605.69,136,104,75,66,7,3.9,92,52,1024,1834,6,14,,,,,,
1606.57,133,101,73,67,7,3.9,92,52,1024,1834,6,14,,,,,,
1607.48,133,100,71,67,7,3.9,92,52,1024,1834,6,14,,,,,,
1608.37,134,98,74,67,7,3.9,92,52,1024,1834,6,14,,,,,,
1609.28,133,95,69,67,7,3.9,92,52,1024,1834,6,14,,,,,,
1610.2,134,95,69,65,7,3.9,92,52,1024,1834,6,14,,,,,,
1611.08,136,95,72,68,7,3.9,92,52,1024,1834,6,14,,,,,,
1611.86,134,96,73,77,7,3.9,92,52,1024,1834,6,14,,,,,,
1612.6,137,98,76,81,7,3.9,92,52,1024,1834,6,14,,,,,,
1613.39,139,96,75,76,7,3.9,92,52,1024,1834,6,14,,,,,,
1614.19,133,92,71,74,7,3.9,92,52,1024,1834,6,14,,,,,,
1614.98,132,91,72,76,7,3.9,92,52,1024,1834,6,14,,,,,,
1615.77,135,94,73,78,7,3.9,92,52,1024,1834,6,14,,,,,,
1616.53,138,99,74,77,7,3.9,92,52,1024,1834,6,14,,,,,,
1617.32,142,103,80,77,7,3.9,95,53,1030,1845,6,14,,,,,,
1618.12,143,102,80,75,7,3.9,95,53,1030,1845,6,14,,,,,,
1618.88,140,103,78,79,7,3.9,95,53,1030,1845,6,14,,,,,,
1619.67,143,106,80,75,7,3.9,95,53,1030,1845,6,14,,,,,,
1620.51,144,106,81,71,7,3.9,95,53,1030,1845,6,14,,,,,,
1621.37,140,101,78,70,7,3.9,95,53,1030,1845,6,14,,,,,,
1622.23,139,98,76,71,7,3.9,95,53,1030,1845,6,14,,,,,,
1623.09,138,97,73,69,7,3.9,95,53,1030,1845,6,14,,,,,,
1623.96,138,97,74,69,7,3.9,95,53,1030,1845,6,16,,,,,,
1624.81,139,98,77,71,7,3.9,95,53,1030,1845,6,16,,,,,,
1625.65,139,96,75,71,7,3.9,95,53,1030,1845,6,16,,,,,,
1626.51,138,94,75,71,7,3.9,95,53,1030,1845,6,16,,,,,,
1627.34,134,90,73,71,7,3.9,95,53,1030,1845,6,16,,,,,,
1628.1,131,90,73,79,7,3.9,95,53,1030,1845,6,16,,,,,,
1628.81,136,97,78,86,7,3.9,95,53,1030,1845,4,16,,,,,,
1629.53,143,105,81,83,7,3.9,95,53,1030,1845,4,16,,,,,,
1630.29,144,107,84,78,7,3.9,95,53,1030,1845,4,16,,,,,,
1631.11,140,101,79,73,7,3.9,95,53,1030,1845,4,16,,,,,,
1631.93,134,96,74,73,7,3.9,95,53,1030,1845,4,16,,,,,,
1632.8,136,96,72,70,7,3.9,95,53,1030,1845,4,18,,,,,,
1633.68,135,96,72,67,7,3.9,95,53,1030,1845,4,18,,,,,,
1634.59,134,93,72,67,7,3.9,95,53,1030,1845,4,18,,,,,,
1635.48,132,90,69,67,7,3.9,95,53,1030,1845,4,18,,,,,,
1636.38,131,90,69,67,7,3.9,95,53,1030,1845,4,18,,,,,,
1637.26,131,90,72,69,7,3.9,95,53,1030,1845,4,18,,,,,,
1638.07,132,91,72,73,6.8,3.8,94,52,1062,1902,4,18,,,,,,
1638.88,136,97,75,74,6.8,3.8,94,52,1062,1902,4,18,,,,,,
1639.68,140,103,80,75,6.8,3.8,94,52,1062,1902,4,18,,,,,,
1640.5,139,101,81,72,6.8,3.8,94,52,1062,1902,4,18,,,,,,
1641.34,137,99,77,72,6.8,3.8,94,52,1062,1902,6,18,,,,,,
1642.19,135,98,76,71,6.8,3.8,94,52,1062,1902,6,18,,,,,,
1643.03,135,97,78,71,6.8,3.8,94,52,1062,1902,6,18,,,,,,
1643.87,136,96,76,72,6.8,3.8,94,52,1062,1902,6,18,,,,,,
1644.72,138,98,76,71,6.8,3.8,94,52,1062,1902,6,17,,,,,,
1645.59,143,102,81,69,6.8,3.8,94,52,1062,1902,6,17,,,,,,
1646.43,145,102,81,71,6.8,3.8,94,52,1062,1902,6,17,,,,,,
1647.29,144,100,77,71,6.8,3.8,94,52,1062,1902,6,17,,,,,,
1648.15,141,99,78,69,6.8,3.8,94,52,1062,1902,6,17,,,,,,
1648.94,140,101,81,77,6.8,3.8,94,52,1062,1902,6,17,,,,,,
1649.68,144,105,83,80,6.8,3.8,94,52,1062,1902,6,17,,,,,,
1650.45,147,106,88,79,6.8,3.8,94,52,1062,1902,6,17,,,,,,
1651.26,142,100,84,74,6.8,3.8,94,52,1062,1902,6,17,,,,,,
1652.11,131,90,77,71,6.8,3.8,94,52,1062,1902,6,17,,,,,,
1652.95,125,85,72,71,6.8,3.8,94,52,1062,1902,6,17,,,,,,
1653.76,129,85,71,74,6.8,3.8,94,52,1062,1902,8,22,,,,,,
1654.55,133,88,73,78,6.8,3.8,94,52,1062,1902,8,22,,,,,,
1655.27,138,95,78,82,6.8,3.8,94,52,1062,1902,8,22,,,,,,
1655.99,145,102,83,82,6.8,3.8,94,52,1062,1902,8,22,,,,,,
1656.75,148,107,86,80,6.8,3.8,94,52,1062,1902,8,22,,,,,,
1657.53,145,107,86,76,6.8,3.8,94,52,1062,1902,8,22,,,,,,
1658.36,143,104,82,72,6.5,3.6,88,49,1126,2017,8,22,,,,,,
1659.25,138,101,78,67,6.5,3.6,88,49,1126,2017,8,22,,,,,,
1660.14,137,98,77,67,6.5,3.6,88,49,1126,2017,8,22,,,,,,
1661.05,135,96,73,66,6.5,3.6,88,49,1126,2017,8,22,,,,,,
1662.01,135,94,70,63,6.5,3.6,88,49,1126,2017,8,22,,,,,,
1662.97,135,93,71,62,6.5,3.6,88,49,1126,2017,8,22,,,,,,
1663.89,133,90,71,65,6.5,3.6,88,49,1126,2017,8,22,,,,,,
1664.84,131,89,68,64,6.5,3.6,88,49,1126,2017,8,22,,,,,,
1665.76,130,87,69,65,6.5,3.6,88,49,1126,2017,8,22,,,,,,
1666.67,130,87,70,66,6.5,3.6,88,49,1126,2017,8,22,,,,,,
1667.56,130,86,68,67,6.5,3.6,88,49,1126,2017,8,22,,,,,,
1668.43,129,85,68,68,6.5,3.6,88,49,1126,2017,8,22,,,,,,
1669.3,124,84,70,70,6.5,3.6,88,49,1126,2017,8,22,,,,,,
1670.09,125,83,67,76,6.5,3.6,88,49,1126,2017,8,22,,,,,,
1670.86,129,86,68,77,6.5,3.6,88,49,1126,2017,8,25,,,,,,
1671.65,133,90,71,77,6.5,3.6,88,49,1126,2017,8,25,,,,,,
1672.43,131,89,75,76,6.5,3.6,88,49,1126,2017,8,25,,,,,,
1673.2,127,86,70,79,6.5,3.6,88,49,1126,2017,8,25,,,,,,
1673.99,128,87,71,76,6.5,3.6,88,49,1126,2017,8,25,,,,,,
1674.8,128,87,72,74,6.5,3.6,88,49,1126,2017,8,25,,,,,,
1675.6,127,88,72,75,6.5,3.6,88,49,1126,2017,8,25,,,,,,
1676.37,134,90,73,77,6.5,3.6,88,49,1126,2017,8,25,,,,,,
1677.16,138,95,74,77,6.5,3.6,88,49,1126,2017,8,25,,,,,,
1677.94,141,98,80,76,6.5,3.6,88,49,1126,2017,8,25,,,,,,
1678.73,138,94,78,77,6.6,3.7,93,52,1003,1797,8,25,,,,,,
1679.44,133,92,75,83,6.6,3.7,93,52,1003,1797,8,25,,,,,,
1680.13,134,92,76,87,6.6,3.7,93,52,1003,1797,8,25,,,,,,
1680.83,132,92,76,86,6.6,3.7,93,52,1003,1797,8,25,,,,,,
1681.53,134,93,77,87,6.6,3.7,93,52,1003,1797,8,25,,,,,,
1682.21,137,97,79,87,6.6,3.7,93,52,1003,1797,8,25,,,,,,
1682.95,142,100,80,83,6.6,3.7,93,52,1003,1797,8,25,,,,,,
1683.72,142,99,79,77,6.6,3.7,93,52,1003,1797,8,25,,,,,,
1684.55,138,94,76,72,6.6,3.7,93,52,1003,1797,8,25,,,,,,
1685.37,133,90,75,73,6.6,3.7,93,52,1003,1797,8,25,,,,,,
1686.17,134,90,72,75,6.6,3.7,93,52,1003,1797,8,25,,,,,,
1687.02,137,92,73,71,6.6,3.7,93,52,1003,1797,8,25,,,,,,
1687.88,140,95,77,70,6.6,3.7,93,52,1003,1797,8,25,,,,,,
1688.75,140,96,78,69,6.6,3.7,93,52,1003,1797,8,25,,,,,,
1689.61,139,95,78,70,6.6,3.7,93,52,1003,1797,8,25,,,,,,
1690.45,137,94,78,71,6.6,3.7,93,52,1003,1797,8,25,,,,,,
1691.27,141,97,78,74,6.6,3.7,93,52,1003,1797,11,25,,,,,,
1692.09,141,99,79,73,6.6,3.7,93,52,1003,1797,11,25,,,,,,
1692.91,141,100,82,72,6.6,3.7,93,52,1003,1797,11,25,,,,,,
1693.73,140,99,79,74,6.6,3.7,93,52,1003,1797,11,25,,,,,,
1694.55,140,100,80,73,6.6,3.7,93,52,1003,1797,11,25,,,,,,
1695.37,142,100,81,72,6.6,3.7,93,52,1003,1797,11,25,,,,,,
1696.18,142,101,80,74,6.6,3.7,93,52,1003,1797,11,25,,,,,,
1697.02,143,101,80,72,6.6,3.7,93,52,1003,1797,11,25,,,,,,
1697.85,140,100,82,72,6.6,3.7,93,52,1003,1797,11,25,,,,,,
1698.65,138,98,79,75,6.6,3.7,93,52,1003,1797,11,25,,,,,,
1699.44,138,98,76,75,6.6,3.7,87,49,1086,1945,11,25,,,,,,
1700.26,142,101,79,73,6.6,3.7,87,49,1086,1945,11,25,,,,,,
1701.08,140,100,82,73,6.6,3.7,87,49,1086,1945,11,25,,,,,,
1701.87,137,98,79,77,6.6,3.7,87,49,1086,1945,11,25,,,,,,
1702.66,140,99,76,75,6.6,3.7,87,49,1086,1945,11,25,,,,,,
1703.48,139,99,79,73,6.6,3.7,87,49,1086,1945,11,25,,,,,,
1704.28,137,96,78,75,6.6,3.7,87,49,1086,1945,11,25,,,,,,
1705.09,136,93,73,75,6.6,3.7,87,49,1086,1945,8,25,,,,,,
1705.9,135,94,74,73,6.6,3.7,87,49,1086,1945,8,25,,,,,,
1706.72,135,95,77,74,6.6,3.7,87,49,1086,1945,8,25,,,,,,
1707.51,135,94,76,76,6.6,3.7,87,49,1086,1945,8,25,,,,,,
1708.3,135,94,73,76,6.6,3.7,87,49,1086,1945,8,25,,,,,,
1709.1,138,98,77,75,6.6,3.7,87,49,1086,1945,8,25,,,,,,
1709.89,140,101,80,75,6.6,3.7,87,49,1086,1945,8,25,,,,,,
1710.7,139,101,79,75,6.6,3.7,87,49,1086,1945,8,25,,,,,,
1710.73,,,,,,,,,,,,,,,Optimize Signal Quality,,,
1711.54,139,101,79,75,6.6,3.7,87,49,1086,1945,8,25,,,,,,
1712.38,139,101,79,71,6.6,3.7,87,49,1086,1945,8,25,,,,,,
1713.18,139,101,79,75,6.6,3.7,87,49,1086,1945,8,25,,,,,,
1713.91,139,101,79,82,6.6,3.7,87,49,1086,1945,8,25,,,,,,
1714.62,139,101,79,84,6.6,3.7,87,49,1086,1945,8,25,,,,,,
1715.36,139,101,79,81,6.6,3.7,87,49,1086,1945,8,25,,,,,,
1716.07,133,95,78,75,6.6,3.7,87,49,1086,1945,8,25,,,,,,
1716.81,132,98,73,75,6.6,3.7,87,49,1086,1945,8,25,,,,,,
1717.57,133,97,73,75,6.6,3.7,87,49,1086,1945,8,25,,,,,,
1718.39,128,93,70,74,6.6,3.7,87,49,1086,1945,8,22,,,,,,
1719.19,128,92,70,75,6.6,3.7,87,49,1086,1945,6,22,,,,,,
1719.97,132,94,72,77,6.8,3.8,91,50,1055,1889,6,22,,,,,,
1720.78,130,93,70,74,6.8,3.8,91,50,1055,1889,6,22,,,,,,
1721.6,128,91,69,73,6.8,3.8,91,50,1055,1889,6,22,,,,,,
1722.4,129,90,69,75,6.8,3.8,91,50,1055,1889,6,22,,,,,,
1723.19,129,92,67,75,6.8,3.8,91,50,1055,1889,6,22,,,,,,
1724.01,131,94,70,74,6.8,3.8,91,50,1055,1889,6,22,,,,,,
1724.8,132,95,75,75,6.8,3.8,91,50,1055,1889,6,22,,,,,,
1725.59,132,96,72,76,6.8,3.8,91,50,1055,1889,6,22,,,,,,
1726.41,130,95,71,74,6.8,3.8,91,50,1055,1889,6,22,,,,,,
1727.24,132,95,72,72,6.8,3.8,91,50,1055,1889,4,22,,,,,,
1728.07,130,93,69,72,6.8,3.8,91,50,1055,1889,4,22,,,,,,
1728.91,126,91,67,71,6.8,3.8,91,50,1055,1889,4,15,,,,,,
1729.75,127,90,68,71,6.8,3.8,91,50,1055,1889,4,15,,,,,,
1730.57,125,88,64,73,6.8,3.8,91,50,1055,1889,4,15,,,,,,
1731.4,123,87,65,71,6.8,3.8,91,50,1055,1889,4,15,,,,,,
1732.2,126,90,67,76,6.8,3.8,91,50,1055,1889,4,15,,,,,,
1732.99,126,90,66,76,6.8,3.8,91,50,1055,1889,4,15,,,,,,
1733.79,126,91,68,75,6.8,3.8,91,50,1055,1889,4,15,,,,,,
1734.57,126,91,70,76,6.8,3.8,91,50,1055,1889,4,15,,,,,,
1735.36,127,92,68,76,6.8,3.8,91,50,1055,1889,4,15,,,,,,
1736.21,128,93,67,72,6.8,3.8,91,50,1055,1889,4,14,,,,,,
1737.04,130,92,71,71,6.8,3.8,91,50,1055,1889,4,14,,,,,,
1737.87,127,90,67,72,6.8,3.8,91,50,1055,1889,4,14,,,,,,
1738.71,125,88,66,71,6.8,3.8,91,50,1055,1889,4,14,,,,,,
1739.52,128,88,68,73,6.8,3.8,91,50,1055,1889,4,14,,,,,,
1740.33,127,89,67,74,7.1,4,97,54,941,1685,4,14,,,,,,
1741.16,127,88,68,73,7.1,4,97,54,941,1685,4,14,,,,,,
1741.97,128,89,71,74,7.1,4,97,54,941,1685,4,14,,,,,,
1742.75,129,90,70,76,7.1,4,97,54,941,1685,4,14,,,,,,
1743.53,127,91,71,78,7.1,4,97,54,941,1685,4,17,,,,,,
1744.29,132,93,76,78,7.1,4,97,54,941,1685,4,17,,,,,,
1745.02,130,96,76,82,7.1,4,97,54,941,1685,4,17,,,,,,
1745.78,135,103,77,80,7.1,4,97,54,941,1685,4,17,,,,,,
1746.61,142,106,82,72,7.1,4,97,54,941,1685,4,17,,,,,,
1747.5,136,101,79,67,7.1,4,97,54,941,1685,4,17,,,,,,
1748.34,132,97,74,71,7.1,4,97,54,941,1685,4,17,,,,,,
1749.21,133,97,74,69,7.1,4,97,54,941,1685,4,17,,,,,,
1750.08,134,95,75,68,7.1,4,97,54,941,1685,4,17,,,,,,
1750.95,132,93,75,70,7.1,4,97,54,941,1685,4,17,,,,,,
1751.81,132,91,71,70,7.1,4,97,54,941,1685,5,17,,,,,,
1752.64,130,90,73,71,7.1,4,97,54,941,1685,5,22,,,,,,
1753.42,133,93,76,77,7.1,4,97,54,941,1685,5,22,,,,,,
1754.21,138,97,76,78,7.1,4,97,54,941,1685,5,22,,,,,,
1755.02,141,100,79,73,7.1,4,97,54,941,1685,5,22,,,,,,
1755.84,139,98,80,73,7.1,4,97,54,941,1685,5,22,,,,,,
1756.67,134,93,74,71,7.1,4,97,54,941,1685,5,22,,,,,,
1757.51,132,92,74,71,7.1,4,97,54,941,1685,5,22,,,,,,
1758.36,130,90,74,71,7.1,4,97,54,941,1685,5,22,,,,,,
1759.17,131,91,72,74,7.1,4,97,54,941,1685,5,22,,,,,,
1760,134,94,73,73,7.1,4,97,54,941,1685,5,23,,,,,,
1760.83,135,95,77,71,6.7,3.7,91,51,1047,1876,5,23,,,,,,
1761.66,133,94,75,72,6.7,3.7,91,51,1047,1876,6,23,,,,,,
1762.49,134,93,74,72,6.7,3.7,91,51,1047,1876,6,23,,,,,,
1763.33,134,93,75,71,6.7,3.7,91,51,1047,1876,6,23,,,,,,
1764.15,133,93,76,73,6.7,3.7,91,51,1047,1876,6,23,,,,,,
1764.96,133,92,73,74,6.7,3.7,91,51,1047,1876,6,23,,,,,,
1765.78,130,93,75,73,6.7,3.7,91,51,1047,1876,6,23,,,,,,
1766.58,129,92,77,76,6.7,3.7,91,51,1047,1876,6,23,,,,,,
1767.28,118,91,76,83,6.7,3.7,91,51,1047,1876,6,23,,,,,,
1767.93,133,97,81,94,6.7,3.7,91,51,1047,1876,6,23,,,,,,
1768.57,141,102,82,92,6.7,3.7,91,51,1047,1876,6,23,,,,,,
1769.26,146,107,85,88,6.7,3.7,91,51,1047,1876,6,23,,,,,,
1770.03,147,104,84,78,6.7,3.7,91,51,1047,1876,6,23,,,,,,
1770.86,145,100,78,71,6.7,3.7,91,51,1047,1876,6,23,,,,,,
1771.73,140,96,75,70,6.7,3.7,91,51,1047,1876,6,23,,,,,,
1772.6,137,92,71,68,6.7,3.7,91,51,1047,1876,6,23,,,,,,
1773.46,132,87,69,70,6.7,3.7,91,51,1047,1876,6,23,,,,,,
1774.31,129,85,66,71,6.7,3.7,91,51,1047,1876,6,23,,,,,,
1775.14,128,85,66,72,6.7,3.7,91,51,1047,1876,6,23,,,,,,
1775.95,126,86,66,74,6.7,3.7,91,51,1047,1876,6,23,,,,,,
1776.74,126,87,67,75,6.7,3.7,91,51,1047,1876,6,23,,,,,,
1777.53,127,88,68,76,6.7,3.7,91,51,1047,1876,6,23,,,,,,
1778.35,125,89,68,75,6.7,3.7,91,51,1047,1876,6,23,,,,,,
1779.12,126,90,69,76,6.7,3.7,91,51,1047,1876,10,23,,,,,,
1779.9,125,90,68,78,6.7,3.7,91,51,1047,1876,10,23,,,,,,
1780.69,126,92,68,77,6.7,3.7,91,51,1047,1876,10,23,,,,,,
1781.5,127,92,67,74,6.9,3.8,91,51,992,1778,10,23,,,,,,
1782.35,127,90,66,70,6.9,3.8,91,51,992,1778,10,23,,,,,,
1783.18,125,86,64,72,6.9,3.8,91,51,992,1778,10,23,,,,,,
1784.01,121,85,62,73,6.9,3.8,91,51,992,1778,10,23,,,,,,
1784.81,122,85,62,75,6.9,3.8,91,51,992,1778,10,23,,,,,,
1785.56,124,88,66,79,6.9,3.8,91,51,992,1778,10,23,,,,,,
1786.27,126,92,68,83,6.9,3.8,91,51,992,1778,10,23,,,,,,
1787.03,130,96,69,80,6.9,3.8,91,51,992,1778,10,23,,,,,,
1787.83,131,96,70,74,6.9,3.8,91,51,992,1778,10,23,,,,,,
1788.69,129,92,67,71,6.9,3.8,91,51,992,1778,10,23,,,,,,
1789.53,124,86,64,71,6.9,3.8,91,51,992,1778,10,23,,,,,,
1790.4,125,84,61,68,6.9,3.8,91,51,992,1778,10,23,,,,,,
1791.3,124,83,61,68,6.9,3.8,91,51,992,1778,10,23,,,,,,
1792.15,124,83,65,70,6.9,3.8,91,51,992,1778,10,23,,,,,,
1792.92,121,81,65,78,6.9,3.8,91,51,992,1778,10,23,,,,,,
1793.62,124,84,67,84,6.9,3.8,91,51,992,1778,10,23,,,,,,
1794.3,126,87,69,90,6.9,3.8,91,51,992,1778,10,23,,,,,,
1794.96,126,91,72,91,6.9,3.8,91,51,992,1778,10,20,,,,,,
1795.6,132,98,76,95,6.9,3.8,91,51,992,1778,10,20,,,,,,
1796.25,137,105,80,91,6.9,3.8,91,51,992,1778,10,20,,,,,,
1796.96,141,108,80,84,6.9,3.8,91,51,992,1778,10,20,,,,,,
1797.72,138,105,79,78,6.9,3.8,91,51,992,1778,10,20,,,,,,
1798.56,135,99,74,72,6.9,3.8,91,51,992,1778,10,20,,,,,,
1799.38,131,95,71,72,6.9,3.8,91,51,992,1778,10,20,,,,,,
1800.24,131,95,70,71,6.9,3.8,91,51,992,1778,10,20,,,,,,
1800.73,,,,,,,,,,,,,,,Changed Finger,,,
1826.73,,,,,,,,,,,,,,,Optimize Signal Quality,,,
1836.73,,,,,,,,,,,,,,,Optimize Signal Quality,,,
1845.73,,,,,,,,,,,,,,,Optimize Signal Quality,,,
1851.26,95,65,41,79,,,,,,,,,,,,,,
1851.96,101,66,49,79,,,,,,,,,,,,,,
1852.67,103,67,49,79,,,,,,,,,,,,,,
1853.39,99,64,48,83,,,,,,,,,,,,,,
1854.14,98,64,47,80,,,,,,,,,,,,,,
1854.86,103,67,49,83,,,,,,,,,,,,,,
1855.59,107,70,49,82,,,,,,,,,,,,,,
1856.34,104,71,50,80,,,,,,,,,,,,,,
1857.11,104,68,50,77,,,,,,,,,,,,,,
1857.9,100,64,46,76,,,,,,,,,,,,,,
1858.7,100,62,45,75,,,,,,,,,,,,,,
1859.48,104,64,46,78,,,,,,,,,,,,,,
1860.23,108,69,53,79,,,,,,,,,,,,,,
1861.01,111,72,52,77,,,,,,,,,,,,,,
1861.82,104,74,56,74,,,,,,,,,,,,,,
1868.73,31,31,31,0,,,,,,,,,,,,,,
1874.47,133,50,25,0,,,,,,,,,,,,,,
1875.31,74,57,43,72,,,,,,,,,,,,,,
1876.14,65,54,45,70,,,,,,,,,,,,,,
1876.97,83,57,39,76,,,,,,,,,,,,,,
1877.83,83,62,45,71,,,,,,,,,,,,,,
1878.69,94,68,47,69,,,,,,,,,,,,,,
1879.57,81,69,55,65,,,,,,,,,,,,,,
1880.47,77,62,45,68,,,,,,,,,,,,,,
1881.35,74,65,51,67,,,,,,,,,,,,,,
1882.2,79,65,49,71,,,,,,,,,,,,,,
1883.02,80,68,56,72,,,,,,,,,,,,,,
1883.79,85,66,50,78,,,,,,,,,,,,,,
1884.44,102,75,60,91,,,,,,,,,,,,,,
1885.08,109,81,66,92,,,,,,,,,,,,,,
1885.73,114,83,65,94,,,,,,,,,,,,,,
1886.41,116,82,64,90,,,,,,,,,,,,,,
1887.13,118,81,63,81,,,,,,,,,,,,,,
1887.93,117,78,60,76,,,,,,,,,,,,,,
1888.75,112,76,59,73,,,,,,,,,,,,,,
1889.51,114,77,61,79,,,,,,,,,,,,,,
1890.29,114,76,59,77,,,,,,,,,,,,,,
1891.1,114,74,57,74,,,,,,,,,,,,,,
1891.92,111,71,53,74,,,,,,,,,,,,,,
1892.74,107,68,50,72,,,,,,,,,,,,,,
1893.56,103,64,48,74,,,,,,,,,,,,,,
1894.36,98,61,44,75,,,,,,,,,,,,,,
1895.13,98,62,46,78,,,,,,,,,,,,,,
1895.86,101,63,47,81,,,,,,,,,,,,,,
1896.59,104,65,49,83,,,,,,,,,,,,,,
1897.32,106,67,51,82,,,,,,,,,,,,,,
1898.08,104,67,50,78,,,,,,,,,,,,,,
1898.84,103,67,51,79,,,,,,,,,,,,,,
1899.58,104,68,51,81,,,,,,,,,,,,,,
1900.13,,,,,,,,,,,,,125,73,internal,,,
1900.35,104,68,50,78,,,,,,,,,,,,,,
1901.17,103,67,48,74,,,,,,,,,,,,,,
1902.03,101,64,46,70,,,,,,,,,,,,,,
1902.9,99,62,45,68,,,,,,,,,,,,,,
1903.78,95,59,41,69,,,,,,,,,,,,,,
1904.62,93,57,41,71,,,,,,,,,,,,,,
1905.45,93,58,42,72,,,,,,,,,,,,,,
1906.2,97,63,47,80,,,,,,,,,,,,,,
1906.93,102,69,52,81,,,,,,,,,,,,,,
1907.68,104,70,52,80,,,,,,,20,,,,,,,
1908.5,104,69,51,73,,,,,,,20,,,,,,,
1909.35,102,69,51,71,,,,,,,20,,,,,,,
1910.17,101,70,52,74,,,,,,,20,,,,,,,
1910.73,,,,,,,,,,,,,,,Optimize Signal Quality,,,
1910.96,101,70,52,74,,,,,,,20,,,,,,,
1911.82,101,70,52,70,,,,,,,20,,,,,,,
1912.63,101,70,52,74,,,,,,,20,,,,,,,
1913.45,101,70,52,73,,,,,,,20,,,,,,,
1914.21,101,70,52,79,,,,,,,20,,,,,,,
1914.92,101,70,52,84,,,,,,,20,,,,,,,
1915.34,115,75,59,74,,,,,,,20,,,,,,,
1916.29,112,78,55,74,,,,,,,20,,,,,,,
1917.01,115,77,55,74,,,,,,,20,,,,,,,
1917.71,115,78,60,86,,,,,,,20,,,,,,,
1918.39,119,80,59,87,,,,,,,20,,,,,,,
1919.1,121,81,60,84,,,,,,,20,,,,,,,
1919.8,118,80,60,86,,,,,,,20,,,,,,,
1920.53,120,79,58,82,,,,,,,20,,,,,,,
1921.32,119,77,56,76,,,,,,,20,,,,,,,
1922.16,115,73,52,71,,,,,,,20,,,,,,,
1922.47,,,,,,,,,,,,,,,NBPcal,,,
