I0,I1,,
54.896671,53.25,,
55.157143,52.575001,,
55.24828,51.950001,,
55.215836,51.200001,,
55.142685,50.450001,,
55.138775,50,,
54.98748,50.099998,,
54.877064,49.825001,,
54.895424,49.625,,
55.05727,49.200001,,
54.977478,48.75,,
53.583302,48.875,,
53.951187,48.424999,,
54.219688,48.25,,
54.514606,48.174999,,
54.581417,48.049999,,
54.630177,48.125,,
54.863682,48.549999,,
55.0341,48.474998,,
55.059525,47.950001,,
55.078079,47.875,,
55.042141,47.674999,,
55.065392,47.724998,,
54.933926,48.099998,,
54.936932,48.474998,,
54.889648,49.799999,,
55.053051,51.599998,,
54.9744,52.825001,,
54.966476,53.400002,,
54.762772,52.700001,,
54.812019,52.174999,,
55.045876,51.174999,,
55.068115,50.724998,,
54.985386,50.099998,,
55.122929,49.950001,,
55.124352,49.700001,,
55.174877,49.549999,,
55.162266,49.549999,,
55.350983,49.224998,,
55.290798,49.125,,
55.098434,48.775002,,
55.056995,48.724998,,
55.026752,48.450001,,
55.103642,48.700001,,
55.011314,48.424999,,
54.696541,48.275002,,
54.76368,48.450001,,
54.812679,48.049999,,
54.897923,48.150002,,
54.861176,48.299999,,
54.834362,48.125,,
55.012703,48.549999,,
55.043907,48.275002,,
55.116161,48.724998,,
55.119411,49.875,,
55.171261,51.700001,,
55.258591,52.5,,
55.272846,52.799999,,
55.184288,51.799999,,
55.317577,50.799999,,
55.365376,50.125,,
55.10339,49.325001,,
54.961655,49.525002,,
54.957172,49.900002,,
54.854942,49.950001,,
54.928764,49.924999,,
54.933167,49.650002,,
54.886898,49.450001,,
55.051044,48.924999,,
55.071892,48.599998,,
55.136585,48.549999,,
55.134319,48.700001,,
55.676941,48.924999,,
55.528694,48.724998,,
55.272064,48.625,,
55.084763,48.525002,,
54.948059,48.525002,,
55.09568,48.275002,,
55.005508,48.450001,,
54.989178,48.650002,,
54.977257,48.75,,
55.166473,49.525002,,
55.304573,51.299999,,
55.306408,52.974998,,
55.258266,53.75,,
55.322086,53.025002,,
55.467625,52.375,,
55.474888,51.450001,,
55.381229,51.049999,,
55.26339,50.700001,,
55.276348,50.424999,,
55.087891,50.174999,,
54.950344,49.974998,,
54.948914,50.025002,,
55.046829,49.599998,,
54.969856,49.25,,
54.96315,49.224998,,
54.859306,48.775002,,
54.93195,48.674999,,
54.984966,48.625,,
54.924706,48.474998,,
54.880722,48.325001,,
55.046539,48.849998,,
54.969643,48.799999,,
55.012482,48.650002,,
55.043747,48.625,,
54.918125,48.099998,,
54.97488,48.375,,
54.867859,48.75,,
54.888714,49.974998,,
54.903934,51.575001,,
55.063484,53.474998,,
55.179924,54,,
55.06699,53.625,,
55.133007,52.875,,
55.08223,51.849998,,
55.094646,51.349998,,
55.103714,50.799999,,
55.011368,50.5,,
55.141891,50.299999,,
55.039238,50.400002,,
55.162228,50.200001,,
55.153042,50.075001,,
55.096848,49.700001,,
55.1548,49.299999,,
54.999176,49.075001,,
54.885597,49.049999,,
54.85218,48.724998,,
54.976227,49.25,,
54.918324,48.950001,,
54.925549,48.700001,,
54.93082,48.575001,,
54.934662,48.575001,,
54.98695,48.849998,,
55.025108,48.525002,,
54.954002,48.575001,,
55.100021,48.950001,,
55.107639,50.075001,,
55.212151,52.049999,,
55.33791,53.599998,,
55.33073,53.950001,,
55.424458,53.150002,,
55.393898,52.224998,,
55.27264,51.5,,
55.184135,50.625,,
55.21851,50.5,,
55.09515,50.25,,
55.054596,50.375,,
55.025005,50.25,,
55.003407,49.825001,,
55.037125,49.575001,,
55.061729,49.400002,,
54.980724,49.25,,
55.119522,49.049999,,
54.72604,49.099998,,
54.884167,48.950001,,
53.564674,48.775002,,
53.937595,48.974998,,
54.259251,48.799999,,
54.345562,48.849998,,
54.408558,48.900002,,
54.504017,48.450001,,
54.722126,48.474998,,
54.732872,48.575001,,
54.542797,49.5,,
54.750431,51.650002,,
55.000927,53.599998,,
55.13427,54.099998,,
55.132633,53.75,,
55.18092,52.5,,
55.265636,51.549999,,
55.228504,50.849998,,
55.151936,50.275002,,
55.145519,50.424999,,
55.091366,50.5,,
55.101318,50.599998,,
54.960144,50.25,,
54.95607,50.25,,
54.903618,49.450001,,
55.013771,49.275002,,
54.945728,49.049999,,
54.945549,48.75,,
54.895935,48.724998,,
54.958687,49.049999,,
55.004486,48.875,,
54.93895,49.049999,,
54.891121,48.950001,,
55.054127,48.924999,,
54.975182,48.549999,,
55.066002,48.549999,,
55.082809,49.724998,,
55.14455,51.474998,,
55.189613,52.875,,
55.123543,53.799999,,
55.075325,53.299999,,
55.040131,52.424999,,
55.16288,51.174999,,
55.054554,50.849998,,
54.777576,50.450001,,
54.723866,50.275002,,
54.783623,50.674999,,
54.97567,50.525002,,
55.01688,50.125,,
54.947998,49.825001,,
55.095634,49.325001,,
55.005474,49.200001,,
55.088116,48.799999,,
55.098942,48.75,,
54.958412,48.875,,
55.004284,48.900002,,
54.889324,48.900002,,
54.904381,48.900002,,
54.81641,48.900002,,
54.999599,48.799999,,
54.935383,48.724998,,
54.937996,50.25,,
54.741985,52.450001,,
54.994762,54.25,,
55.129772,54.875,,
55.129349,54.125,,
55.12904,53.375,,
55.227772,52.200001,,
55.299831,51.349998,,
55.30294,50.650002,,
55.255733,50.224998,,
55.419201,50.349998,,
55.340588,50.299999,,
55.134773,50.474998,,
54.984558,49.799999,,
54.924408,49.325001,,
55.028942,49.325001,,
54.56097,48.674999,,
54.565777,48.875,,
54.668236,48.900002,,
54.644062,48.575001,,
54.77486,48.599998,,
54.820839,48.575001,,
54.804913,48.424999,,
54.941734,48.75,,
55.091068,48.525002,,
55.150581,49.275002,,
55.144535,51.25,,
55.189602,53.849998,,
55.173016,55.349998,,
55.012474,55.799999,,
54.994259,55.450001,,
54.980965,54.075001,,
55.119701,53.200001,,
55.023041,52.025002,,
55.001976,51.075001,,
54.986599,50.525002,,
55.173298,50.724998,,
55.161114,50.575001,,
55.152225,50.325001,,
55.046776,50.025002,,
55.167732,49.950001,,
55.256008,49.224998,,
55.270962,48.974998,,
55.232395,48.650002,,
55.402168,48.400002,,
55.328148,48.625,,
55.125694,48.650002,,
54.977936,48.674999,,
54.969059,48.349998,,
55.111008,48.325001,,
55.016693,48.099998,,
55.096294,47.950001,,
55.055435,48.224998,,
55.223537,49.674999,,
55.346222,52.299999,,
55.38628,54.799999,,
55.366039,55.424999,,
55.400742,54.625,,
55.327114,53.525002,,
55.372337,52.549999,,
55.504303,51.75,,
55.353218,50.825001,,
55.341911,50.424999,,
55.185223,50.474998,,
55.021381,50.400002,,
54.901806,50.150002,,
55.061928,49.875,,
54.980877,49.349998,,
54.723804,49.299999,,
54.783577,48.900002,,
54.876682,48.875,,
54.944633,48.424999,,
54.994225,48.150002,,
54.931461,48.025002,,
55.083572,47.75,,
55.19458,47.825001,,
55.176655,47.924999,,
55.26252,48.075001,,
55.176754,48.125,,
55.213116,49,,
55.04174,50.924999,,
55.015621,53.224998,,
54.996555,54.525002,,
55.131081,54.549999,,
55.031342,53.400002,,
55.106991,52.474998,,
53.578869,51.25,,
54.14587,50.474998,,
54.510216,49.650002,,
54.677166,49.349998,,
54.700058,49.349998,,
54.865204,49.150002,,
54.936256,48.75,,
54.988113,48.75,,
55.025959,48.275002,,
55.004101,47.900002,,
55.037632,47.799999,,
54.913658,47.575001,,
54.823185,47.424999,,
54.85611,47.424999,,
54.979092,47.474998,,
55.019379,47.625,,
54.999298,47.650002,,
54.687767,47.825001,,
54.757275,47.575001,,
54.857491,47.224998,,
54.980099,47.650002,,
54.970634,48.724998,,
55.11216,50.650002,,
55.16597,52.724998,,
55.25473,53.75,,
55.368984,53.549999,,
55.600811,52.575001,,
55.572098,51.625,,
55.303734,50.349998,,
55.206837,49.599998,,
54.839237,49.349998,,
55.016266,48.974998,,
54.947548,48.924999,,
54.847916,49,,
54.874157,48.825001,,
54.893314,48.575001,,
55.006252,48.075001,,
55.039204,47.650002,,
54.964287,47.700001,,
55.107533,47.825001,,
55.21207,47.974998,,
55.139938,47.875,,
55.136768,47.974998,,
55.08498,47.724998,,
55.146133,47.724998,,
54.992855,47.674999,,
54.979942,47.849998,,
54.97052,47.200001,,
55.062599,47.549999,,
54.981361,47.700001,,
54.971554,48.75,,
54.96439,50.75,,
54.959167,52.775002,,
55.153275,53.650002,,
55.146496,53.299999,,
55.191032,52.174999,,
55.273018,50.924999,,
55.332855,50.224998,,
55.277569,49.625,,
55.237217,49.275002,,
55.158287,49.474998,,
54.704849,49.325001,,
54.670784,49.625,,
54.645924,49,,
54.677254,48.650002,,
54.898041,48.775002,,
54.960217,48.299999,,
54.95612,48.400002,,
54.953133,48.200001,,
55.148865,48.224998,,
55.192764,48.299999,,
55.175323,48.400002,,
55.063641,48.049999,,
55.180042,48.125,,
55.166039,48,,
55.205299,47.900002,,
55.184471,48.174999,,
55.367188,48.575001,,
55.3521,49.724998,,
55.242142,51.674999,,
55.260838,53.625,,
55.225006,54.275002,,
55.297813,53.549999,,
55.350948,52,,
55.241295,51.275002,,
55.161259,50.375,,
55.30077,49.974998,,
55.402592,49.775002,,
55.328461,49.875,,
55.175407,50.025002,,
55.261608,49.924999,,
55.225571,49.424999,,
55.248745,48.775002,,
55.018265,48.724998,,
54.998482,48.450001,,
55.083012,48.575001,,
54.996265,48.575001,,
54.883472,48.549999,,
55.098022,48.049999,,
55.155655,48.575001,,
55.049278,48.400002,,
54.922165,48.525002,,
54.928349,48.400002,,
54.932858,48.25,,
55.084595,48.299999,,
55.096375,48.700001,,
55.006016,50.025002,,
55.137985,51.974998,,
55.234299,54.174999,,
55.304596,54.974998,,
55.405384,54.224998,,
55.330502,53.125,,
55.374809,52.025002,,
55.35767,51.599998,,
55.246201,50.799999,,
55.164841,50.25,,
55.253902,50.099998,,
55.120983,50.200001,,
55.073456,49.825001,,
55.038773,49.599998,,
55.013454,49.200001,,
55.044456,48.849998,,
55.067081,48.799999,,
55.034111,48.724998,,
54.911095,48.724998,,
54.969749,48.549999,,
55.012558,48.599998,,
55.241722,48.700001,,
55.161572,48.525002,,
55.152561,48.400002,,
54.99754,48.325001,,
54.983356,48.299999,,
54.87405,48.099998,,
55.041672,48.575001,,
54.966095,49.275002,,
54.960407,51.224998,,
54.956261,53.299999,,
54.953232,54.474998,,
55.148937,54.349998,,
55.192814,53.049999,,
55.224838,51.924999,,
55.297691,51.150002,,
55.350861,50.525002,,
55.340191,50.174999,,
55.282921,50.099998,,
53.311436,50.049999,,
53.802254,50.099998,,
54.012028,49.400002,,
54.264088,49.125,,
54.398579,49.025002,,
54.694653,48.900002,,
54.712818,48.799999,,
54.528164,48.549999,,
54.640789,48.75,,
54.722988,48.575001,,
54.832458,48.424999,,
54.912357,48.525002,,
54.871712,48.724998,,
55.039963,48.5,,
55.063801,48.424999,,
55.081203,48.200001,,
55.093899,48.674999,,
55.053688,50.125,,
55.123295,52.125,,
55.075146,53.799999,,
55.040001,54.299999,,
55.063828,53,,
55.18018,52.075001,,
55.067181,51.025002,,
55.034184,50.424999,,
55.010105,50,,
54.992538,50.200001,,
55.02919,50.25,,
55.055939,50.400002,,
54.976505,50,,
55.116444,49.525002,,
55.119617,49.174999,,
55.121937,48.674999,,
55.123631,48.549999,,
55.07539,48.474998,,
55.089661,48.450001,,
54.951641,48.525002,,
54.850899,48.775002,,
54.826855,48.75,,
54.957748,48.674999,,
54.904842,48.375,,
54.519871,48.200001,,
54.733692,48.200001,,
54.790798,48.625,,
54.486118,50.450001,,
54.65958,53.075001,,
54.786186,55.200001,,
54.977539,55.424999,,
55.018242,54.424999,,
55.146904,53.174999,,
55.290291,52,,
55.295979,51.275002,,
55.250656,50.224998,,
55.069138,50.275002,,
54.936657,50.299999,,
54.889446,50.349998,,
55.052906,50.299999,,
54.974293,49.950001,,
54.966396,49.5,,
54.960632,48.849998,,
54.956425,48.674999,,
55.002831,48.775002,,
54.987217,49.025002,,
55.074787,48.799999,,
55.188179,49.049999,,
55.270935,48.900002,,
55.331329,48.799999,,
55.276455,48.525002,,
55.434319,48.400002,,
55.35162,48.400002,,
55.142826,48.325001,,
55.089397,49.224998,,
55.0504,50.825001,,
55.17038,53.474998,,
55.257942,55.275002,,
55.272377,55.474998,,
55.282906,54.674999,,
55.191631,53.599998,,
55.37241,52.900002,,
55.306435,51.825001,,
55.258282,51.275002,,
55.322102,51.099998,,
55.368679,50.5,,
55.402676,50.575001,,
55.328526,50.325001,,
55.22493,49.974998,,
55.198799,49.775002,,
55.080772,49.375,,
55.044102,49.349998,,
55.264744,49.125,,
55.326813,49.075001,,
55.174202,48.700001,,
55.062817,48.575001,,
55.030998,48.775002,,
55.007782,48.424999,,
55.040321,48.349998,,
55.014584,48.674999,,
54.94632,48.525002,,
55.09441,48.5,,
55.103542,48.200001,,
55.159683,48.299999,,
55.15118,49.400002,,
55.194447,51.700001,,
55.226036,54.25,,
55.150127,55.625,,
55.19368,55.25,,
55.126518,54.25,,
55.225933,53,,
55.298489,51.775002,,
55.301964,51.375,,
55.304501,50.650002,,
55.405312,50.799999,,
55.429409,50.75,,
55.348038,50.599998,,
55.18969,50.025002,,
55.272041,49.900002,,
55.134224,49.400002,,
55.182079,49.099998,,
55.365444,49.200001,,
55.449795,49.299999,,
55.412392,48.825001,,
55.187176,48.900002,,
55.121765,48.900002,,
55.074028,48.775002,,
55.138142,48.400002,,
55.036503,48.599998,,
54.764404,48.549999,,
54.81321,48.849998,,
54.255077,49.724998,,
54.688873,51.950001,,
54.906525,53.950001,,
54.966415,54.549999,,
55.109081,53.674999,,
55.163723,52.099998,,
55.154129,50.849998,,
55.147121,50,,
55.092533,49.349998,,
55.102169,49.650002,,
54.960766,50.174999,,
54.956524,50.125,,
54.953426,49.625,,
55.099602,49.474998,,
55.008369,48.75,,
55.040745,48.224998,,
55.014896,48.200001,,
53.660084,47.724998,,
54.155666,48.299999,,
54.418404,48.525002,,
54.511204,48.424999,,
54.776848,48.150002,,
54.970734,48.150002,,
55.013275,48.125,,
55.044323,48.325001,,
55.017506,49.825001,,
55.096886,51.849998,,
55.055866,53.200001,,
55.025932,53.5,,
55.004082,52.424999,,
55.136574,51.275002,,
55.035358,50.174999,,
55.010956,49.700001,,
54.993156,49.174999,,
54.98016,49.099998,,
55.020161,49.075001,,
54.95039,49.174999,,
54.899471,49.025002,,
55.060226,48.75,,
55.375462,48.450001,,
55.358147,47.924999,,
55.296024,47.75,,
55.39912,47.75,,
55.325932,47.700001,,
55.124077,47.674999,,
54.976757,47.775002,,
54.869236,47.599998,,
55.038158,47.825001,,
54.963524,47.950001,,
54.71114,48,,
54.774334,48.424999,,
54.820457,49.799999,,
55.052032,51.700001,,
55.072613,52.025002,,
55.087635,52.349998,,
55.345985,51.825001,,
55.188194,50.974998,,
55.22147,50.275002,,
55.196274,49.875,,
55.12841,49.299999,,
55.177834,49.200001,,
55.015991,49.424999,,
54.897865,49.650002,,
54.811657,49.025002,,
54.946655,48.799999,,
54.89674,48.650002,,
54.90979,48.474998,,
54.919315,48.5,,
55.124184,48.125,,
55.125267,48.25,,
55.12606,48.25,,
55.027687,48.299999,,
55.153801,48.174999,,
55.047924,48.25,,
55.069611,48.450001,,
55.085442,48.5,,
55.047512,48.5,,
55.069309,48.549999,,
54.936783,49.575001,,
54.840061,51.125,,
55.066345,52.299999,,
55.182014,52.075001,,
55.167473,51.325001,,
55.057911,50.775002,,
54.928463,50.125,,
54.833984,49.724998,,
54.913467,49.349998,,
54.922009,49.25,,
54.878757,49.424999,,
55.045105,49.549999,,
55.067554,49.349998,,
55.034458,49.375,,
55.059788,49.075001,,
55.028793,48.775002,,
55.006172,48.700001,,
54.890705,48.625,,
54.806431,48.775002,,
54.695446,48.400002,,
54.812355,48.775002,,
54.798725,48.700001,,
54.838261,48.674999,,
54.768154,48.575001,,
54.716984,48.275002,,
54.828075,48.849998,,
54.810204,49.849998,,
54.995068,51.174999,,
55.129997,52.150002,,
55.030552,52.099998,,
55.155895,51.450001,,
55.148415,50.775002,,
55.093479,50.275002,,
55.102856,49.599998,,
54.961269,49.674999,,
54.857929,49.674999,,
54.881466,49.724998,,
54.997604,49.724998,,
54.933933,49.650002,,
54.936939,49.349998,,
54.939129,49.25,,
54.84177,48.924999,,
54.919151,48.75,,
54.876671,48.875,,
54.845665,48.825001,,
55.020954,48.849998,,
55.049927,48.650002,,
55.071075,48.75,,
55.08651,48.724998,,
54.998814,48.525002,,
54.984291,49.474998,,
54.874737,50.875,,
54.89373,52.25,,
54.9076,53.224998,,
55.066158,53.125,,
54.983959,52.049999,,
54.726055,51.174999,,
54.686256,50.924999,,
54.756172,50.424999,,
54.807201,50.375,,
54.893921,50.424999,,
54.858261,50.224998,,
54.980663,50.25,,
54.971046,50.125,,
55.013504,49.775002,,
55.044491,49.474998,,
55.215542,49.450001,,
55.191948,49.150002,,
55.026291,49,,
54.905388,49.25,,
54.817142,49.125,,
54.90118,49.150002,,
54.863552,49.049999,,
54.885567,48.75,,
54.901638,49,,
54.962845,48.799999,,
55.007519,49.5,,
55.040123,51.375,,
54.964954,53.200001,,
55.108017,53.525002,,
55.014515,53.099998,,
55.094707,52.525002,,
55.10376,52.200001,,
55.407242,51.450001,,
53.896961,50.849998,,
54.08115,50.724998,,
54.21558,50.5,,
54.363171,50.424999,,
54.272972,50.150002,,
54.40506,49.974998,,
54.303551,49.700001,,
54.476856,49.400002,,
54.504383,49.150002,,
54.672913,48.825001,,
54.746433,48.849998,,
54.750614,48.799999,,
54.902103,48.875,,
54.963184,48.724998,,
55.007767,48.674999,,
55.040302,48.799999,,
55.014572,48.625,,
55.045273,48.674999,,
54.919235,48.799999,,
54.827251,49.450001,,
54.760124,50.875,,
54.958519,52.450001,,
54.905407,53.375,,
54.916111,53.400002,,
55.022892,53.049999,,
55.199783,52.075001,,
55.2794,51.474998,,
55.189075,50.875,,
55.024193,50.775002,,
55.101772,50.75,,
55.207874,50.599998,,
55.186352,50.275002,,
55.170643,50.075001,,
55.307613,49.674999,,
55.259144,49.450001,,
55.075333,49.025002,,
54.941177,48.875,,
54.843266,49,,
54.920246,49.125,,
54.877472,48.924999,,
54.895725,48.950001,,
54.909054,48.625,,
54.918777,48.5,,
54.92588,48.525002,,
54.931061,48.450001,,
54.835884,48.474998,,
54.964336,48.549999,,
55.008602,49.224998,,
54.842999,50.474998,,
54.920044,52.275002,,
54.926807,53.049999,,
55.030693,53.099998,,
54.9086,52.400002,,
54.918449,51.924999,,
54.826675,51.075001,,
54.908138,50.474998,,
54.868629,50.200001,,
54.64188,49.924999,,
54.624828,50.099998,,
54.612381,49.75,,
54.751732,49.349998,,
54.754482,49.5,,
54.756485,49.025002,,
54.906387,48.950001,,
54.867352,48.900002,,
54.93782,48.724998,,
54.989258,48.799999,,
55.175236,48.674999,,
55.113049,48.525002,,
54.968704,48.424999,,
54.863358,48.400002,,
54.736984,48.549999,,
54.842674,48.549999,,
54.721897,48.75,,
54.782181,48.849998,,
54.727222,49.799999,,
54.786076,51.424999,,
55.026936,52.700001,,
55.054295,53.299999,,
55.123741,52.875,,
55.223911,52.200001,,
55.198055,51.424999,,
55.228661,51.049999,,
55.201523,50.5,,
55.132236,50.349998,,
55.081673,50.325001,,
54.945805,50.075001,,
54.846642,49.825001,,
54.774273,49.625,,
54.919369,49.375,,
54.876835,49.150002,,
54.895264,49.174999,,
54.809761,48.950001,,
54.747349,48.650002,,
54.800758,49.099998,,
54.691303,48.775002,,
54.710377,48.875,,
54.872734,48.900002,,
54.842793,48.599998,,
54.919895,48.549999,,
54.877213,48.650002,,
54.796581,48.900002,,
54.391376,49.375,,
54.34304,50.775002,,
54.406723,52.349998,,
54.453197,52.75,,
54.338676,52.5,,
54.453011,51.474998,,
54.585941,50.674999,,
54.682961,50.075001,,
54.803246,49.974998,,
54.891037,49.950001,,
54.955109,49.849998,,
54.853439,49.950001,,
54.977142,49.575001,,
55.017956,49.224998,,
55.047741,49.275002,,
55.069477,48.974998,,
55.283257,48.875,,
55.241375,48.5,,
55.062366,48.875,,
54.931713,48.849998,,
54.78688,48.775002,,
54.879093,48.875,,
54.847431,48.799999,,
54.774849,48.825001,,
54.721874,48.700001,,
54.584251,49,,
54.731201,50.299999,,
54.739498,51.799999,,
54.745552,53.049999,,
54.947884,53.275002,,
54.897644,53.099998,,
55.058887,52.299999,,
55.07761,51.650002,,
55.041801,50.950001,,
54.966187,50.525002,,
54.861519,50.075001,,
54.78513,50.099998,,
54.679897,50.25,,
54.80101,50.450001,,
54.790451,49.849998,,
54.832222,49.400002,,
54.763744,48.950001,,
54.812729,48.599998,,
53.463062,48.724998,,
53.86343,49.174999,,
54.106155,49.174999,,
54.431751,48.950001,,
54.520943,48.799999,,
54.685001,48.849998,,
54.804733,48.674999,,
54.84264,48.700001,,
54.969269,48.650002,,
54.86377,50.075001,,
54.885731,52.099998,,
54.901756,53.775002,,
55.06189,54.650002,,
54.980843,54.25,,
54.971176,53.674999,,
54.964119,52.799999,,
54.958965,51.950001,,
55.103649,51.424999,,
55.011318,50.974998,,
54.894459,50.825001,,
55.007084,50.924999,,
54.940845,50.650002,,
54.991467,50.200001,,
55.0284,50.150002,,
55.005882,49.75,,
54.989452,49.724998,,
54.878498,49.625,,
54.79752,49.049999,,
54.738422,49.025002,,
54.843719,49.025002,,
54.821613,48.924999,,
54.854961,48.674999,,
54.582428,48.450001,,
54.58144,48.5,,
54.729149,48.5,,
54.787483,48.674999,,
54.780571,49.799999,,
54.97345,51.599998,,
55.015259,53.349998,,
55.095249,54.549999,,
55.104156,54.599998,,
55.061176,53.525002,,
55.079281,52.775002,,
55.043018,52.275002,,
55.016556,51.474998,,
54.898281,51.125,,
54.960392,50.700001,,
54.906769,50.575001,,
54.91711,50.575001,,
54.825703,50.025002,,
54.758991,49.700001,,
54.858742,49.375,,
54.882057,49.625,,
54.849594,49.299999,,
55.023819,49.025002,,
54.95306,48.924999,,
55.000378,48.775002,,
54.935955,48.700001,,
54.888931,48.900002,,
54.953575,48.875,,
54.753353,48.700001,,
54.310352,48.75,,
54.432343,48.775002,,
54.669819,50.25,,
54.694695,52.375,,
54.811813,54.025002,,
54.847805,54.174999,,
54.874073,53.549999,,
55.041691,52.674999,,
55.065063,51.625,,
54.983162,50.950001,,
55.071827,50.724998,,
54.988094,50.400002,,
55.025948,50.650002,,
55.053574,50.349998,,
55.024261,49.924999,,
55.052341,49.650002,,
54.9244,49.575001,,
54.831024,49.075001,,
54.66391,48.900002,,
54.838825,48.849998,,
54.818043,48.450001,,
54.555485,48.724998,,
54.561771,48.575001,,
54.566357,48.650002,,
54.668667,48.625,,
54.743332,48.700001,,
54.748352,48.275002,,
54.900455,48.299999,,
54.912502,48.674999,,
54.970779,50.400002,,
55.013309,52.575001,,
55.093826,54.400002,,
55.152592,54.549999,,
55.096523,53.724998,,
55.055603,53.150002,,
55.025742,52.174999,,
55.152382,51.674999,,
55.04689,50.75,,
55.019382,50.5,,
54.900349,50.5,,
54.961899,50.275002,,
55.006824,50.25,,
54.990139,49.825001,,
54.928478,49.075001,,
55.081398,48.775002,,
54.995087,48.724998,,
55.031044,48.75,,
55.057289,48.474998,,
55.02697,48.424999,,
55.054317,48.25,,
54.925846,48.400002,,
54.832081,48.299999,,
54.961559,48.349998,,
55.00658,48.349998,,
54.940479,48.200001,,
54.941715,47.825001,,
54.942616,48.349998,,
55.141193,49.575001,,
55.187164,51.375,,
55.171234,53.75,,
55.209091,54.450001,,
55.286194,54.099998,,
54.99612,53,,
55.13076,52,,
55.278507,51.549999,,
55.089466,50.825001,,
55.050453,50.625,,
54.923023,50.275002,,
54.830017,50.174999,,
54.762135,49.974998,,
54.861031,49.775002,,
54.636333,49.349998,,
54.719742,48.825001,,
54.780609,48.900002,,
54.726078,48.650002,,
54.834717,48.674999,,
54.666603,48.775002,,
54.692352,48.724998,,
54.909061,48.450001,,
54.869301,48.599998,,
54.939247,48.799999,,
54.990295,48.525002,,
54.978069,48.200001,,
55.018635,48.299999,,
53.415421,49.075001,,
53.729698,51.049999,,
54.00856,53.025002,,
54.409996,53.974998,,
54.505062,53.799999,,
54.623936,52.75,,
54.710682,51.575001,,
54.675041,50.75,,
54.797462,50.25,,
54.787857,50.049999,,
54.731365,50.075001,,
54.888054,50.25,,
55.348763,49.875,,
55.239697,49.450001,,
55.209579,48.825001,,
55.039158,48.599998,,
55.013737,48.575001,,
54.896217,48.599998,,
54.810455,48.549999,,
54.69838,48.700001,,
54.765018,48.375,,
54.764183,48.549999,,
54.813049,48.275002,,
54.749752,48.025002,,
54.703556,48.125,,
54.818279,48.400002,,
54.852531,48.174999,,
54.778564,48.775002,,
54.922504,50.275002,,
55.077034,52.549999,,
55.090858,54.450001,,
55.100945,54.849998,,
55.058834,54,,
55.077568,52.75,,
54.94281,51.924999,,
54.94342,51.400002,,
54.795425,50.825001,,
54.885326,50.450001,,
54.851986,50.349998,,
54.877129,50.174999,,
54.895477,50.150002,,
54.809914,49.849998,,
54.895901,49.174999,,
54.909184,48.950001,,
54.572521,48.724998,,
54.772121,48.724998,,
54.76936,48.450001,,
54.915783,48.599998,,
54.973171,48.599998,,
54.965572,48.525002,,
55.00951,48.424999,,
54.893139,48.474998,,
54.808208,48.174999,,
54.746223,48.224998,,
54.55254,48.325001,,
54.609104,49,,
54.600906,50.875,,
54.693878,53.025002,,
54.761738,54.525002,,
54.959698,54.900002,,
55.005222,53.924999,,
54.988972,52.900002,,
55.125542,51.849998,,
55.225224,50.825001,,
55.199017,50.375,,
55.179886,50.099998,,
55.017487,50.200001,,
54.997921,50.375,,
54.785725,49.825001,,
54.729805,49.474998,,
54.688995,48.974998,,
54.807655,49,,
54.795296,48.599998,,
54.835758,48.275002,,
54.766327,48.5,,
54.715656,48.299999,,
54.827106,48.5,,
54.858974,48.599998,,
54.832752,48.5,,
55.011524,48.599998,,
55.142006,48.049999,,
55.138275,48.325001,,
55.135555,50,,
55.183048,51.950001,,
54.970314,53.875,,
54.864529,54.400002,,
54.836807,53.549999,,
54.866051,52.325001,,
55.035831,51.075001,,
54.961826,50.799999,,
54.957294,50.549999,,
54.953987,50.075001,,
55.001053,50.375,,
55.035408,50.525002,,
54.961514,50.325001,,
54.907589,49.924999,,
55.066147,49.25,,
54.983955,48.75,,
55.022926,48.599998,,
55.051369,48.549999,,
55.022644,48.625,,
55.001686,48.575001,,
54.887428,48.875,,
54.902996,48.450001,,
54.370087,48.325001,,
54.574894,48.224998,,
54.625423,48.125,,
54.711765,48.450001,,
54.774792,50.25,,
54.820786,52.875,,
55.002796,54.650002,,
55.036678,55.5,,
55.061405,54.575001,,
55.17841,53.900002,,
55.164841,52.849998,,
55.204426,51.849998,,
55.084877,51.075001,,
55.047104,50.724998,,
55.019535,50.5,,
54.900455,50.125,,
54.912502,50.075001,,
54.772858,49.775002,,
54.918335,49.375,,
54.87608,48.875,,
54.64732,48.525002,,
54.727753,48.625,,
54.786461,48.525002,,
54.878784,48.450001,,
54.946171,48.400002,,
54.896385,48.275002,,
55.05798,48.299999,,
55.02747,48.049999,,
55.05468,48.049999,,
55.074547,47.849998,,
55.23748,48.049999,,
55.207958,49.275002,,
55.037979,51.825001,,
55.012878,54.424999,,
54.994556,55.025002,,
55.030659,54.474998,,
55.155975,53.325001,,
55.049511,52.125,,
55.120251,51.375,,
54.973965,50.525002,,
55.015633,50.025002,,
53.561668,49.599998,,
53.836437,49.825001,,
54.284378,49.674999,,
54.611301,49.099998,,
54.503548,48.674999,,
54.573341,48.650002,,
54.673763,48.349998,,
54.747055,48.299999,,
54.701584,48.174999,,
54.6684,48.025002,,
54.5947,47.900002,,
54.738834,47.75,,
54.745064,47.5,,
54.551693,47.525002,,
54.361092,47.674999,,
54.320934,47.650002,,
54.539028,47.599998,,
54.599236,48.099998,,
54.593704,49.625,,
